date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_lrt_kj,rail_monorail,rail_mrt_kajang,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter,rail_komuter_utara,rail_tebrau
2023-07-23,112320,10350,64263,86367,188489,37320,154333,30956,7763,5912,94771,14262,3103
2023-07-24,166624,16662,107000,138963,294691,61941,231432,45677,12441,6911,166181,23569,3965
2023-07-25,171649,16950,99403,138354,283005,57857,240176,49302,14834,6341,168507,24847,2676
2023-07-26,170359,16545,113605,140852,290478,62250,236461,45249,14363,5280,176422,22022,6515
2023-07-27,171845,16504,106779,133236,285862,59879,242165,46808,14070,5012,169701,22957,4056
2023-07-28,166362,17467,109102,128154,294242,58222,234007,45431,13958,4739,168593,24434,2943
2023-07-29,122025,11141,82471,99280,227246,42299,181389,38282,10607,5022,124649,16959,2719
2023-07-30,96630,8890,67659,86372,176756,40606,134510,27589,9218,5712,103409,10730,1144
2023-07-31,170796,20957,112443,140617,295686,57267,242544,45272,13448,5331,184069,21071,2175
2023-08-01,173772,15636,103843,140333,292984,58982,237899,46570,13361,4880,168654,23432,3157
2023-08-02,169971,16818,116516,143178,292885,62247,229123,45627,14135,3850,174175,21697,3247
2023-08-03,162244,14491,111906,137369,291003,60792,251771,47092,13954,6182,176410,24451,2676
2023-08-04,176585,16831,108806,135625,284370,58809,250906,49391,16988,7509,168330,25070,5449
2023-08-05,125184,10635,82767,90879,213682,45321,154552,33726,9707,5937,124554,15154,1673
2023-08-06,102015,9680,62885,84760,178494,39369,148056,29193,9193,5485,103653,12259,1071
2023-08-07,169413,18167,106970,132105,283658,60943,241948,45783,14822,6405,173135,21722,2156
2023-08-08,162618,17329,112990,135390,301708,59085,239860,45106,16080,5964,172125,21629,2025
2023-08-09,165198,17464,101397,134669,292977,59369,248009,46624,13090,7572,170738,24555,5142
2023-08-10,167847,14055,109844,136447,289806,60801,246353,46415,15990,4341,165056,20692,4102
2023-08-11,177567,19301,109716,133936,304547,57672,238316,49343,13978,5243,181767,23352,4685
2023-08-12,119390,10235,84514,100781,192751,45944,187502,31028,13582,6512,126648,18090,4076
2023-08-13,109366,12528,61310,71414,192904,40639,153590,32429,9275,2167,97412,15010,1876
2023-08-14,167670,18102,113397,135084,283346,59724,233420,46087,12507,5787,168961,22877,5737
2023-08-15,171977,17452,105798,139457,293594,60865,231827,46841,13897,6684,162544,21973,2903
2023-08-16,169785,15364,106166,142330,285971,62469,245511,43823,15964,5942,175445,24985,2269
2023-08-17,175357,16825,103436,137350,282742,63957,229881,47906,14267,7381,171057,21839,4252
2023-08-18,167537,15916,103882,141467,303819,63167,232763,44117,14073,7888,171164,23625,3942
2023-08-19,114036,11992,78923,97295,227309,39901,167979,34438,11159,4843,118522,15744,2890
2023-08-20,98024,9925,62851,83145,178508,36651,148919,29551,8306,5489,104314,10997,3693
2023-08-21,167454,13625,110203,136363,294404,61072,234281,45755,13861,4571,175411,21785,3888
2023-08-22,163459,18220,105284,134023,291721,59122,225645,41424,12868,5611,176872,21951,4166
2023-08-23,172605,16467,103345,130611,307488,63552,244570,52007,16475,9070,175681,21967,5579
2023-08-24,167735,15877,105721,131752,271120,63243,232550,43989,12488,8445,162342,21188,4103
2023-08-25,183414,15765,108724,129136,294610,58466,251061,47326,14365,4097,169899,23114,4409
2023-08-26,112981,12458,76456,98746,202653,42919,171940,31773,10825,4173,124460,17069,780
2023-08-27,106675,8977,66782,83091,158137,35764,155733,31564,8744,3792,101872,13286,7340
2023-08-28,163983,13293,109938,132355,287528,59654,240345,45756,12438,6381,161659,21695,1593
2023-08-29,167474,17165,111276,131443,308367,59588,245553,44845,12781,7538,163707,20588,3012
2023-08-30,170967,17326,106402,136092,284675,61883,239833,48235,14834,8300,179155,22543,2971
2023-08-31,157313,16279,103829,137278,298322,58284,237249,43589,13074,5868,164204,24227,6585
2023-09-01,173248,15071,108858,130357,305200,55538,246260,46248,11477,7392,172855,24458,2968
2023-09-02,134309,12182,79825,91790,211455,40529,190292,35785,10799,5107,123390,15221,3317
2023-09-03,104083,8248,62219,88013,183318,35587,145415,33111,7671,3615,106141,16867,1583
2023-09-04,173348,15244,105466,129272,277607,59352,243941,44946,15124,3584,170789,21844,2374
2023-09-05,177573,15646,106061,137631,287050,60994,237812,45848,13999,7251,176939,20862,4548
2023-09-06,170997,17966,107845,142280,302383,58522,241719,48283,13934,6693,172754,20343,2807
2023-09-07,168690,16210,105912,142289,294383,58266,238168,42435,14341,6402,169082,20771,4058
2023-09-08,159320,16086,111039,138456,297281,58815,221339,50849,12734,4551,172840,22886,4624
2023-09-09,127315,14895,72566,100462,212804,41477,169720,31688,9161,6876,117151,15732,5294
2023-09-10,105958,10891,61800,93652,202884,36509,155117,28362,8497,3849,109630,12932,638
2023-09-11,166316,17232,107412,125101,289764,59467,232010,48189,12727,4336,168789,21116,3572
2023-09-12,172623,16202,107970,133243,309017,61979,244921,47693,15236,4119,169117,20759,3628
2023-09-13,168706,15873,103510,138962,295125,58709,239294,45185,13858,6792,175434,21055,3780
2023-09-14,169024,13561,106479,133813,309895,59946,236442,51927,12318,6832,170338,23914,7246
2023-09-15,175312,18153,107206,140684,282333,59585,244856,41215,13521,5253,170665,25098,3545
2023-09-16,116423,12709,76831,97248,213379,45248,176533,31527,10416,4857,130774,18922,0
2023-09-17,112427,10122,67880,84471,178540,37308,150761,27991,8250,4546,101640,14917,2075
2023-09-18,164287,16549,106331,134140,295321,62716,245774,45372,14820,6069,175434,21662,3620
2023-09-19,168373,17822,113816,133079,305592,58428,239587,50828,15057,4934,177961,21401,3455
2023-09-20,182694,14491,110375,132991,297662,60587,225485,43666,17526,7179,179191,23541,2811
2023-09-21,178321,15898,105869,136572,305661,59570,235211,51739,15840,7013,184821,22040,1998
2023-09-22,172656,15105,109035,132045,287843,58312,224339,47184,12079,6650,169207,23031,6698
2023-09-23,118746,14646,78715,101662,204069,43582,176522,31095,9803,3111,119600,19036,3153
2023-09-24,103825,11668,71664,86830,182609,41029,154559,24476,8502,1852,111693,14227,2086
2023-09-25,172620,13563,106671,140274,293979,59075,245483,47446,15073,5990,178087,25843,6657
2023-09-26,172459,14569,111470,130610,292651,60502,242072,46265,13039,7143,168518,20741,2613
2023-09-27,171789,16583,108962,128159,285416,58206,245789,48648,13586,7294,175636,23107,4599
2023-09-28,172162,16092,114050,135566,305872,57934,226380,46968,12627,6680,188106,22912,2101
2023-09-29,171190,14857,113377,148228,291190,59259,237678,50522,13497,5284,173611,20971,4801
2023-09-30,116170,14917,79094,103179,225658,42906,160942,34327,9543,3158,129740,17369,1196
2023-10-01,105189,10975,67323,82593,184786,37315,146750,29142,8547,3671,117206,16366,3009
2023-10-02,179372,17664,111863,138991,304062,61038,253549,51186,12869,5949,188873,26004,6467
2023-10-03,166802,15971,109497,140350,303294,58283,249620,49364,15801,7455,176393,23323,3958
2023-10-04,173374,18034,116029,131276,290327,60296,246399,50772,15117,5315,182039,19863,873
2023-10-05,169946,16435,110471,143231,301683,62515,240021,51749,12529,5429,170765,23437,3882
2023-10-06,175153,16582,108817,136591,316536,58908,233891,48185,14525,8741,175338,23842,4484
2023-10-07,123562,13129,77791,98510,217238,43644,175366,35349,8323,6391,123710,16018,3979
2023-10-08,116458,8174,64158,85302,193603,38763,158328,32494,10802,2510,98237,14424,4369
2023-10-09,177527,19336,112297,142446,305188,60098,244889,42924,16684,7956,166493,22028,5898
2023-10-10,167540,17285,107532,134235,301653,62313,229716,48841,14436,4460,177844,22561,3664
2023-10-11,178574,18890,114274,130150,300632,58705,242742,48579,13365,5391,178022,24297,2952
2023-10-12,170651,15468,105970,139036,304164,63429,227404,50123,13626,5548,169817,24864,2334
2023-10-13,171817,15697,110975,128799,306330,62436,248295,47232,13916,5878,184316,20884,3117
2023-10-14,127795,10584,83633,97869,202680,44568,169117,38222,10321,5146,120378,15649,3413
2023-10-15,105881,10938,61074,90605,187952,40495,140903,28740,10866,3856,110440,11759,566
2023-10-16,180177,17159,117726,140391,297776,61163,248722,48231,15838,6820,173602,25578,2600
2023-10-17,171040,16395,109245,142471,295956,60629,246858,47767,15866,5451,176582,24137,4612
2023-10-18,171984,15604,111276,140701,312046,64540,244473,52552,14792,6501,181060,19840,2982
2023-10-19,171863,15245,112833,148556,293018,65483,259580,44314,13011,6106,180362,22756,4356
2023-10-20,172453,17025,113429,135581,286916,60573,247793,54046,13537,4128,180176,22439,2759
2023-10-21,132560,11638,80840,101244,223700,44387,170070,39417,10582,4976,130183,15337,3168
2023-10-22,112450,9613,72308,83830,172831,40471,154748,29391,7425,3855,102323,15745,1353
2023-10-23,185311,19374,112880,142520,282351,61870,241130,52302,15009,5048,182822,24421,1297
2023-10-24,188491,17013,117277,138165,309317,63216,253142,50114,15694,5441,170737,23317,5157
2023-10-25,170353,18990,113014,145987,302402,63613,245737,53975,15351,5478,176132,21963,2929
2023-10-26,176541,16376,118114,136280,305540,61030,246632,52273,15306,5691,174871,21989,3535
2023-10-27,169751,17518,114465,144791,297067,62980,232833,55435,12113,8400,178866,23018,2940
2023-10-28,122678,12283,73891,102481,203944,44771,176157,32100,12341,7162,124770,15850,3525
2023-10-29,105924,8183,78218,85936,175791,36214,150948,31518,6967,60,108944,14239,2854
2023-10-30,170727,19271,109514,141280,299219,60345,236472,45810,14452,6695,186227,23831,4612
2023-10-31,170866,17007,116811,140143,289955,61041,242765,48881,15503,7329,170164,20708,3141
2023-11-01,177323,18429,112591,141687,307340,64631,249783,56237,15271,5797,178783,22058,3847
2023-11-02,171507,16260,116274,139328,300263,64735,246574,51842,13071,7346,172728,23160,4480
2023-11-03,183007,17126,110238,137267,306580,64364,235966,53192,13323,8330,182770,25573,6005
2023-11-04,123423,11250,83341,99639,221090,46177,175700,37854,11055,2540,124952,18001,3238
2023-11-05,126259,12579,69047,79792,192902,39856,149619,32654,9882,3966,111359,14413,1079
2023-11-06,176214,17854,118383,144264,310165,63569,248745,49606,13341,8750,172036,23875,4289
2023-11-07,179231,17947,114479,135325,302405,63866,248089,49201,15376,4442,186680,23136,3707
2023-11-08,171795,19401,116294,139850,307607,64043,244459,49662,12811,5962,180041,24920,1234
2023-11-09,188517,19120,105549,143715,308316,60422,244336,44271,15710,5516,180529,23971,1444
2023-11-10,185402,18563,112888,144649,283352,61665,248475,50955,13684,7546,184495,25256,3848
2023-11-11,130768,10504,82987,93872,226809,43535,186028,37481,10828,6022,122672,14782,2862
2023-11-12,103828,9822,71059,87147,191604,41404,156092,30250,9120,4023,108284,13281,2047
2023-11-13,180773,16027,116793,143308,312311,66571,259395,51026,16477,6183,181234,23801,5141
2023-11-14,173543,18560,112244,141641,295051,59163,257364,52730,15249,3823,170647,24147,2687
2023-11-15,187965,17763,113779,147369,304461,66492,260334,53695,14124,8070,171380,27025,2082
2023-11-16,184492,15505,117821,138056,297367,63659,259546,48554,15430,5677,176144,20731,2841
2023-11-17,180686,17267,105827,132828,314957,65514,261226,49628,17848,5966,174510,23411,3136
2023-11-18,116345,10466,84047,105659,208599,46772,170793,39093,11776,5749,128400,16788,2774
2023-11-19,106437,10816,69492,85682,182436,42265,159744,33557,9208,4091,115199,14925,1382
2023-11-20,184390,15175,110869,134429,313703,64099,259183,55178,13866,7528,185435,26116,1077
2023-11-21,187439,18367,115322,141504,302955,61083,260767,55143,14172,6993,191461,24850,503
2023-11-22,187013,18162,118526,147662,300382,63588,244372,57991,15934,6458,181442,21149,4141
2023-11-23,172227,20403,117963,136931,317977,64852,255503,51291,13833,6607,182573,25875,2454
2023-11-24,182846,18875,113957,152706,318621,63478,251257,56039,15045,4678,181729,25852,1274
2023-11-25,136173,12097,85516,99073,229969,47328,194772,35257,12779,4262,132831,17396,3713
2023-11-26,103351,12146,74096,88904,200335,39556,145071,38370,9544,5310,115158,12226,4559
2023-11-27,181593,15652,114413,137602,308260,62900,245431,53440,13622,4996,187445,23426,3864
2023-11-28,183306,16300,112396,143208,308781,61998,237679,53730,18032,5249,187579,24377,4357
2023-11-29,180286,18201,112697,142568,304857,63407,252853,54921,17484,5032,185522,25189,4372
2023-11-30,171866,14591,117940,136795,312836,64625,269284,49130,15795,6432,191180,21059,879
2023-12-01,180954,17741,115277,156077,307371,60634,252523,50045,16894,8141,183598,22645,5216
2023-12-02,129889,11339,79525,101461,221004,44927,182993,38309,10573,5241,128805,18797,4568
2023-12-03,112689,11199,65805,87152,199673,36139,161260,33649,10401,941,111452,17034,4974
2023-12-04,180123,16274,118635,148380,324380,63422,252642,58158,14640,7139,183347,24508,3436
2023-12-05,180953,18475,113924,152186,317229,67018,256558,50652,13396,5672,178085,25606,2498
2023-12-06,183347,17902,117091,149323,330703,62428,256986,56950,18738,6963,180860,24587,5868
2023-12-07,186178,19927,120370,139328,307362,66171,247746,52510,13354,6079,178104,25371,4711
2023-12-08,182215,17916,111576,145614,296945,70414,253725,52549,15668,5125,186506,24165,5222
2023-12-09,130262,11786,83544,96083,233265,49575,189042,37983,11388,4434,134994,17978,2039
2023-12-10,114735,10763,71546,93790,187936,40546,165147,32344,10179,3309,104841,13042,2877
2023-12-11,173782,15999,117791,137968,312589,66710,265075,54691,15187,6719,181473,25097,2630
2023-12-12,187210,18562,120899,141720,298741,62425,257943,52563,15216,5113,195403,22157,4049
2023-12-13,184740,18846,112037,145334,307259,62088,258334,50100,15524,4797,188940,25139,3590
2023-12-14,185133,21597,118777,147419,301853,65272,261588,53033,15999,7309,188138,23421,7227
2023-12-15,190398,17117,120498,144483,312239,66054,251537,54921,15363,7824,182102,24657,4808
2023-12-16,122589,12598,83593,111551,224251,49177,179691,35270,10981,5343,135487,15941,26
2023-12-17,104054,10356,72131,93598,197349,39438,158116,34893,7761,3054,115324,14216,2524
2023-12-18,187119,18381,118686,148832,328947,65838,247052,56962,18127,5346,181889,24722,4576
2023-12-19,185741,18644,118539,140816,323926,65832,260160,57788,16146,5429,183745,25324,3443
2023-12-20,186896,18028,119479,153694,302499,65327,265315,55010,15719,7559,184046,25856,2598
2023-12-21,183575,19704,119516,142947,323874,65504,252100,49732,14609,5249,178575,22513,4982
2023-12-22,189979,17243,114238,154137,319485,64041,261105,55940,14112,7562,179668,22010,2796
2023-12-23,139424,14508,88258,114433,228561,47900,180961,41585,12307,5450,133670,16022,3727
2023-12-24,92355,9400,60190,72759,154116,32133,118831,24987,7325,4389,86940,10508,882
2023-12-25,144607,14176,92548,118158,250589,50728,213902,42412,12752,6101,144983,20811,2640
2023-12-26,136781,13846,88059,104305,244217,52459,195848,43558,10686,5558,139473,20564,4212
2023-12-27,191444,21757,117825,146426,318218,68024,249213,59181,17628,4416,192349,22882,4774
2023-12-28,194123,17055,119017,152209,331433,67403,260888,54152,16772,7229,199627,26965,4160
2023-12-29,191110,18695,114453,151576,313897,64112,261546,57099,15460,6567,193961,26344,4081
2023-12-30,130298,12069,84108,101034,221282,47864,192116,40355,11852,4116,141950,15157,3092
2023-12-31,120225,13941,68657,90380,198535,39311,176500,34616,10672,5821,120417,13626,1492
2024-01-01,192377,19558,120617,136578,309989,66359,253647,58299,13771,6209,189806,21943,2075
2024-01-02,196406,17298,119182,149540,304679,64460,255399,52948,17855,5704,188980,24324,4895
2024-01-03,183111,19047,112961,139683,317991,68779,272364,55656,16256,7942,183593,24502,6196
2024-01-04,186871,18692,120042,152925,335223,67876,267473,55202,14667,5884,192667,24521,4950
2024-01-05,192422,17582,118723,153284,321455,68656,266642,51421,14151,5654,192506,21480,4481
2024-01-06,136007,14315,87502,104692,233604,49907,183230,42856,12597,3117,133635,15529,1350
2024-01-07,110770,11953,72495,94277,179754,40718,170424,36356,9994,2890,120311,15619,3754
2024-01-08,191085,18696,116439,147590,326819,65755,267361,55434,16324,5462,185658,25518,4799
2024-01-09,192159,18338,116651,149718,323847,70040,262897,54750,15723,7298,186179,21577,5179
2024-01-10,189613,19042,117569,143807,316966,66380,257203,55457,14347,5089,194147,22707,5552
2024-01-11,190507,18765,119619,151636,325235,64119,262724,57278,16401,3963,192401,26184,6301
2024-01-12,188028,18533,120175,141920,325425,68784,274749,55696,15462,6886,188891,22835,2658
2024-01-13,144703,12361,85563,99456,223340,48432,180535,38375,11305,3811,135119,17757,1260
2024-01-14,112690,13922,72839,92047,204253,44437,156691,33223,12978,4000,119087,13344,2786
2024-01-15,186707,16967,118744,148530,335977,67468,258021,55693,16943,8225,180489,25984,2929
2024-01-16,190179,19134,128832,150762,322791,67013,259908,53444,17034,6595,186635,21732,2699
2024-01-17,195142,18062,117487,146881,317026,70086,263157,56662,19469,8542,183984,24322,5829
2024-01-18,182167,21104,118333,158038,323826,64167,270836,53899,16329,6418,191235,26211,2823
2024-01-19,183363,17245,131886,150662,333858,66083,267258,53548,15985,7875,197374,25736,4174
2024-01-20,126088,12304,88220,109078,223173,46713,190511,48293,10486,3956,140524,17190,816
2024-01-21,118558,10115,69946,93993,207794,37470,165907,39593,9216,4192,115988,14367,2686
2024-01-22,184908,19077,123632,154706,320201,69098,269170,56450,13100,5273,187896,24535,5796
2024-01-23,189125,16624,117612,152975,329168,66365,251753,58269,16944,5438,187794,22971,5840
2024-01-24,195067,17941,124065,152517,321819,69273,273035,58745,14180,6240,203235,24776,5617
2024-01-25,188021,15521,120254,153920,322064,68322,258734,56055,17122,4755,192674,24822,4104
2024-01-26,193004,19018,119554,142905,342084,68803,261881,57002,15858,6769,193562,24340,5714
2024-01-27,136500,12724,92875,100922,222814,47837,193757,39913,11642,4314,126963,19491,3617
